,userID,stime,grid,etime,lon,lat,duration,stayid
822494,17,2008-12-04 08:14:45,8643,2008-12-04 09:56:47,116.4120049,39.9621666,6122.0,100
824087,17,2008-12-04 10:57:23,7791,2008-12-05 00:11:35,116.3401583,40.0160449,47652.0,101
598985,17,2008-12-05 00:45:15,8643,2008-12-05 01:57:09,116.4037683,39.9673833,4314.0,102
371993,17,2008-12-05 02:13:55,7923,2008-12-05 03:16:35,116.349705,39.9260266,3760.0,103
595375,17,2008-12-05 03:16:35,8205,2008-12-05 04:00:17,116.3737616,39.881805,2622.0,104
596070,17,2008-12-05 04:30:20,7923,2008-12-05 05:27:18,116.3471816,39.926005,3418.0,105
167297,17,2008-12-05 05:30:07,7926,2008-12-05 06:03:33,116.350405,39.9441149,2006.0,106
591764,17,2008-12-05 07:01:54,8507,2008-12-05 07:53:09,116.3989633,40.0259016,3075.0,107
259170,17,2008-12-05 10:48:26,7791,2008-12-06 07:20:41,116.3402433,40.0161399,73935.0,108
464443,17,2008-12-06 07:20:41,7792,2008-12-06 07:52:36,116.3411416,40.025415,1915.0,109
465542,17,2008-12-06 08:54:42,7923,2008-12-06 09:57:04,116.3495733,39.9258483,3742.0,110
465834,17,2008-12-06 10:01:57,7925,2008-12-06 11:33:36,116.346825,39.9351433,5499.0,111
2403,17,2008-12-06 11:41:01,7923,2008-12-06 12:12:53,116.347125,39.9259966,1912.0,112
647157,17,2008-12-06 12:30:23,7791,2008-12-07 04:05:02,116.3401316,40.0160533,56079.0,113
883870,17,2008-12-07 04:34:29,8511,2008-12-07 05:29:09,116.4027716,40.061165,3280.0,114
194718,17,2008-12-07 06:18:12,7790,2008-12-07 06:55:59,116.34005,40.0160183,2267.0,115
524790,17,2008-12-07 06:55:59,7791,2008-12-08 00:05:40,116.3402166,40.0161166,61781.0,116
821505,17,2008-12-08 00:20:43,7501,2008-12-08 09:11:15,116.320885,39.9847816,31832.0,117
165117,17,2008-12-08 10:02:26,7786,2008-12-09 00:00:56,116.3378299,39.9748833,50310.0,118
33563,17,2008-12-09 00:28:56,8643,2008-12-09 01:58:34,116.4037116,39.9674233,5378.0,119
34333,17,2008-12-09 02:14:53,7923,2008-12-09 03:14:12,116.3497283,39.9260633,3559.0,120
36160,17,2008-12-09 04:28:41,8643,2008-12-09 06:21:39,116.403705,39.9675666,6778.0,121
37419,17,2008-12-09 07:17:01,8643,2008-12-09 08:00:53,116.403825,39.9673,2632.0,122
38279,17,2008-12-09 08:17:52,7358,2008-12-09 08:56:47,116.3089483,39.9843099,2335.0,123
39369,17,2008-12-09 09:15:28,8643,2008-12-09 10:11:43,116.4036999,39.9674749,3375.0,124
41004,17,2008-12-09 11:09:53,7791,2008-12-09 12:49:57,116.3402349,40.0161399,6004.0,125
647983,17,2008-12-09 12:51:38,7934,2008-12-09 13:25:20,116.3462599,40.0174333,2022.0,126
542546,17,2008-12-09 13:25:20,7791,2008-12-09 23:58:08,116.3445433,40.0180149,37968.0,127
507140,17,2008-12-10 00:27:45,8643,2008-12-10 01:18:23,116.4037716,39.9674333,3038.0,128
80284,17,2008-12-10 01:34:20,7923,2008-12-10 05:14:10,116.3496883,39.926045,13190.0,129
755412,17,2008-12-10 05:32:00,8065,2008-12-10 06:23:13,116.3564116,39.9169216,3073.0,130
756421,17,2008-12-10 06:41:30,8643,2008-12-10 08:40:34,116.4038516,39.9675183,7144.0,131
364097,17,2008-12-10 10:08:00,7791,2008-12-11 08:50:00,116.3401983,40.0161333,81720.0,132
577863,17,2008-12-11 09:17:26,7925,2008-12-11 09:55:11,116.3446583,39.9423816,2265.0,133
578380,17,2008-12-11 10:43:32,7791,2008-12-12 00:11:44,116.3402049,40.0160699,48492.0,134
902356,17,2008-12-12 02:54:49,8643,2008-12-12 03:27:05,116.4037733,39.9674566,1936.0,135
903125,17,2008-12-12 03:42:14,7923,2008-12-12 04:32:39,116.3497083,39.9260099,3025.0,136
904504,17,2008-12-12 04:59:59,5632,2008-12-12 05:39:00,116.1670616,39.8942299,2341.0,137
906718,17,2008-12-12 06:56:58,8214,2008-12-12 07:55:41,116.3799283,39.9670866,3523.0,138
907323,17,2008-12-12 08:33:15,8643,2008-12-12 09:52:16,116.4037299,39.96757,4741.0,139
908794,17,2008-12-12 10:32:46,8074,2008-12-12 11:05:52,116.3564583,39.9921866,1986.0,140
878632,17,2008-12-12 11:16:38,7791,2008-12-13 04:20:22,116.3401733,40.0160616,61424.0,141
588477,17,2008-12-13 04:29:10,7935,2008-12-13 05:20:27,116.3446299,40.0285766,3077.0,142
588932,17,2008-12-13 05:30:54,7791,2008-12-13 08:04:32,116.3401833,40.0160933,9218.0,143
650721,17,2008-12-13 08:05:45,7791,2008-12-14 08:48:03,116.3402749,40.0161766,88938.0,144
639967,17,2008-12-14 09:26:22,7932,2008-12-14 10:35:29,116.3468183,39.9981366,4147.0,145
640451,17,2008-12-14 10:41:57,7792,2008-12-14 11:25:11,116.3445499,40.0259683,2594.0,146
667592,17,2008-12-14 11:25:57,7791,2008-12-15 00:30:19,116.3444816,40.0211816,47062.0,147
973345,17,2008-12-15 02:06:30,6348,2008-12-15 02:41:30,116.22612,39.9061483,2100.0,148
875859,17,2008-12-15 03:12:22,8643,2008-12-15 05:34:56,116.4037999,39.9674399,8554.0,149
877463,17,2008-12-15 06:15:45,8344,2008-12-15 06:59:23,116.3918233,39.8474133,2618.0,150
669098,17,2008-12-15 07:35:22,9208,2008-12-15 08:49:16,116.4557949,39.8991649,4434.0,151
670493,17,2008-12-15 09:53:58,8359,2008-12-15 10:39:08,116.3800716,39.9861516,2710.0,152
671435,17,2008-12-15 11:19:17,8511,2008-12-15 11:58:24,116.4027533,40.0610133,2347.0,153
672928,17,2008-12-15 12:36:38,7791,2008-12-16 10:30:15,116.3402333,40.0161783,78817.0,154
765980,17,2008-12-16 11:15:44,7791,2008-12-16 23:59:40,116.34019,40.016065,45836.0,155
720310,17,2008-12-17 00:27:08,8643,2008-12-17 01:37:37,116.4037849,39.9674866,4229.0,156
721196,17,2008-12-17 02:00:12,7923,2008-12-17 02:45:55,116.3499266,39.9260699,2743.0,157
722420,17,2008-12-17 03:31:25,8643,2008-12-17 04:29:40,116.4037416,39.9674983,3495.0,158
723247,17,2008-12-17 04:51:10,8065,2008-12-17 05:21:58,116.3673849,39.9170699,1848.0,159
724207,17,2008-12-17 05:41:43,8643,2008-12-17 06:47:17,116.4037066,39.9674049,3934.0,160
725036,17,2008-12-17 07:02:03,7358,2008-12-17 07:43:56,116.3089583,39.9841566,2513.0,161
725817,17,2008-12-17 08:09:30,7791,2008-12-17 09:03:25,116.3401666,40.0160899,3235.0,162
350548,17,2008-12-17 12:21:23,7791,2008-12-18 13:15:20,116.3444949,40.0212383,89637.0,163
321382,17,2008-12-18 13:34:51,7791,2008-12-19 00:04:25,116.3401799,40.0160883,37774.0,164
738644,17,2008-12-19 00:31:33,8643,2008-12-19 01:29:47,116.4038566,39.9674883,3494.0,165
740590,17,2008-12-19 02:13:21,10205,2008-12-19 03:29:22,116.5338,39.8680083,4561.0,166
742823,17,2008-12-19 04:18:05,7791,2008-12-19 05:03:31,116.3402366,40.0161366,2726.0,167
742951,17,2008-12-19 05:04:43,7791,2008-12-19 05:36:34,116.3444233,40.0169733,1911.0,168
945293,17,2008-12-19 08:25:18,8643,2008-12-20 02:47:08,116.403775,39.9675049,66110.0,169
880711,17,2008-12-20 03:14:39,7791,2008-12-20 04:16:05,116.3402349,40.0161649,3686.0,170
881553,17,2008-12-20 04:38:25,8645,2008-12-20 06:42:03,116.4143533,39.9800833,7418.0,171
883020,17,2008-12-20 07:40:18,7791,2008-12-21 04:05:29,116.3402399,40.0160866,73511.0,172
51104,17,2008-12-21 04:29:58,9074,2008-12-21 06:58:52,116.4482033,39.9801433,8934.0,173
52147,17,2008-12-21 07:18:41,7791,2008-12-21 07:49:06,116.3401566,40.0160583,1825.0,174
52778,17,2008-12-21 08:10:21,7642,2008-12-21 09:45:24,116.3327116,39.96642,5703.0,175
53091,17,2008-12-21 09:59:16,7499,2008-12-21 11:18:06,116.3129449,39.9710383,4730.0,176
53862,17,2008-12-21 11:39:38,7791,2008-12-22 00:08:02,116.34021,40.0160949,44904.0,177
6287,17,2008-12-22 00:54:26,8643,2008-12-22 02:16:12,116.403825,39.9674416,4906.0,178
708843,17,2008-12-22 04:01:30,8643,2008-12-22 06:49:40,116.4037633,39.9673616,10090.0,179
713574,17,2008-12-22 08:51:18,8643,2008-12-22 09:45:45,116.4037566,39.9674016,3267.0,180
923061,17,2008-12-22 10:51:10,7791,2008-12-22 23:52:15,116.3402616,40.0161133,46865.0,181
924374,17,2008-12-23 00:35:31,8643,2008-12-23 02:14:10,116.4037466,39.967375,5919.0,182
77865,17,2008-12-23 02:29:39,7923,2008-12-23 03:23:34,116.3496649,39.9260633,3235.0,183
78450,17,2008-12-23 04:03:33,7924,2008-12-23 04:42:58,116.3501083,39.9262316,2365.0,184
299285,17,2008-12-23 04:52:49,8643,2008-12-23 05:42:46,116.4037066,39.9674283,2997.0,185
302500,17,2008-12-23 07:21:43,8643,2008-12-23 10:03:44,116.4037266,39.967455,9721.0,186
303938,17,2008-12-23 10:58:40,7790,2008-12-23 11:29:19,116.3444999,40.0137666,1839.0,187
324694,17,2008-12-23 11:31:18,7791,2008-12-24 00:17:40,116.3400399,40.0160399,45982.0,188
166161,17,2008-12-24 00:46:30,7925,2008-12-24 02:55:40,116.3499299,39.9440383,7750.0,189
167138,17,2008-12-24 03:36:19,8643,2008-12-24 05:05:43,116.4037166,39.9674833,5364.0,190
962940,17,2008-12-24 05:21:44,8068,2008-12-24 06:06:42,116.3659916,39.944085,2698.0,191
963796,17,2008-12-24 06:45:56,8205,2008-12-24 07:40:56,116.3682966,39.8819233,3300.0,192
322854,17,2008-12-24 08:58:53,8643,2008-12-24 10:38:47,116.4037683,39.967445,5994.0,193
324406,17,2008-12-24 11:29:12,7790,2008-12-24 12:10:01,116.3445283,40.0139499,2449.0,194
324578,17,2008-12-24 12:11:58,7791,2008-12-26 00:02:20,116.3401583,40.0161083,129022.0,195
1003125,17,2008-12-26 00:36:10,8643,2008-12-26 01:21:58,116.4038166,39.9674983,2748.0,196
1003910,17,2008-12-26 01:47:25,8643,2008-12-26 02:19:41,116.4038216,39.967455,1936.0,197
1004718,17,2008-12-26 02:37:01,7923,2008-12-26 03:22:54,116.3496799,39.9260633,2753.0,198
489631,17,2008-12-26 03:28:52,7923,2008-12-26 05:27:45,116.3496466,39.9260866,7133.0,199
490460,17,2008-12-26 05:42:45,8643,2008-12-26 06:14:41,116.4037299,39.9674783,1916.0,200
55942,17,2008-12-26 07:41:46,8645,2008-12-26 08:50:37,116.4101249,39.9800966,4131.0,201
56927,17,2008-12-26 09:38:46,7791,2008-12-27 12:50:00,116.34014,40.0160666,97874.0,202
527477,17,2008-12-27 13:44:24,7791,2008-12-28 02:24:09,116.3400816,40.0160466,45585.0,203
134571,17,2008-12-28 02:52:52,7791,2008-12-28 04:44:31,116.3401916,40.0161599,6699.0,204
135084,17,2008-12-28 04:57:54,7365,2008-12-28 06:09:00,116.3089933,40.0474766,4266.0,205
135937,17,2008-12-28 06:56:55,7791,2008-12-28 07:31:07,116.3327433,40.0231249,2052.0,206
138949,17,2008-12-28 08:55:41,7643,2008-12-28 10:41:55,116.3326899,39.9754166,6374.0,207
194769,17,2008-12-28 10:43:43,7642,2008-12-28 11:26:29,116.3327266,39.9694133,2566.0,208
83560,17,2008-12-28 12:00:24,7791,2008-12-31 11:29:46,116.3401316,40.016065,257362.0,209
657857,17,2008-12-31 11:39:45,8203,2009-01-05 00:04:07,116.3714666,39.8632266,390262.0,210
600253,17,2009-01-05 00:33:44,8643,2009-01-05 02:42:11,116.4038199,39.9674283,7707.0,211
601053,17,2009-01-05 03:04:41,7791,2009-01-05 03:47:09,116.340225,40.0161399,2548.0,212
603762,17,2009-01-05 04:48:30,9491,2009-01-05 05:54:18,116.4833366,39.8810383,3948.0,213
605284,17,2009-01-05 06:53:12,8643,2009-01-05 07:37:50,116.4108899,39.9691216,2678.0,214
607060,17,2009-01-05 08:23:11,8643,2009-01-05 10:03:34,116.4037099,39.9675033,6023.0,215
608914,17,2009-01-05 10:56:59,7791,2009-01-05 23:52:06,116.3400899,40.0160549,46507.0,216
610167,17,2009-01-06 00:32:31,8643,2009-01-06 02:33:50,116.4037533,39.9674466,7279.0,217
168139,17,2009-01-06 02:57:49,7497,2009-01-06 04:32:43,116.31741,39.953035,5694.0,218
169189,17,2009-01-06 05:07:51,8501,2009-01-06 05:51:59,116.40332,39.9781633,2648.0,219
170376,17,2009-01-06 07:14:44,7923,2009-01-06 08:17:50,116.3497666,39.9260916,3786.0,220
171189,17,2009-01-06 08:34:33,8643,2009-01-06 11:31:33,116.4036999,39.9674016,10620.0,221
172116,17,2009-01-06 12:01:38,7791,2009-01-06 23:50:37,116.3401233,40.0160466,42539.0,222
925958,17,2009-01-07 00:22:13,7791,2009-01-07 01:28:58,116.3401666,40.0160449,4005.0,223
927629,17,2009-01-07 02:30:58,7780,2009-01-07 03:53:41,116.3444316,39.9222433,4963.0,224
928905,17,2009-01-07 04:45:31,8643,2009-01-07 06:47:17,116.4092033,39.9708166,7306.0,225
932820,17,2009-01-07 08:11:54,8643,2009-01-07 10:38:29,116.4037116,39.9674966,8795.0,226
515567,17,2009-01-07 10:41:48,8643,2009-01-07 13:22:15,116.4114949,39.9710516,9627.0,227
647928,17,2009-01-07 13:38:22,7791,2009-01-08 00:03:15,116.3402183,40.0161549,37493.0,228
567620,17,2009-01-08 00:34:46,8643,2009-01-08 02:38:01,116.4037799,39.9674883,7395.0,229
271621,17,2009-01-08 03:18:36,8511,2009-01-08 04:06:46,116.4027966,40.0611466,2890.0,230
913436,17,2009-01-08 04:41:15,8500,2009-01-08 05:22:45,116.394295,39.9710283,2490.0,231
913685,17,2009-01-08 05:26:54,8643,2009-01-08 06:42:20,116.4037266,39.9674883,4526.0,232
714483,17,2009-01-08 07:37:30,7923,2009-01-08 08:09:26,116.3472816,39.9260833,1916.0,233
714751,17,2009-01-08 08:20:13,7925,2009-01-08 09:44:20,116.3495116,39.9351466,5047.0,234
884696,17,2009-01-08 10:07:17,8643,2009-01-08 12:40:31,116.4037033,39.9674583,9194.0,235
885279,17,2009-01-08 12:58:27,7791,2009-01-08 13:39:48,116.3401783,40.0160549,2481.0,236
990561,17,2009-01-08 13:39:48,7790,2009-01-08 14:27:14,116.34005,40.0159916,2846.0,237
629072,17,2009-01-08 14:27:14,7791,2009-01-09 02:04:09,116.3402266,40.0161433,41815.0,238
337209,17,2009-01-09 02:04:31,7791,2009-01-09 02:41:10,116.3444333,40.0170749,2199.0,239
337673,17,2009-01-09 02:55:35,7358,2009-01-09 06:11:37,116.2991566,39.9842833,11762.0,240
304001,17,2009-01-09 06:39:43,8643,2009-01-09 11:53:07,116.4109216,39.96725,18804.0,241
1105,17,2009-01-09 12:14:15,7791,2009-01-09 13:17:35,116.3445166,40.0180483,3800.0,242
1184,17,2009-01-09 13:17:35,7790,2009-01-09 13:56:17,116.3425733,40.0114483,2322.0,243
1186,17,2009-01-09 13:56:17,7791,2009-01-10 06:52:51,116.3418233,40.0184166,60994.0,244
425541,17,2009-01-10 08:05:20,7932,2009-01-10 09:55:09,116.3563433,39.9999983,6589.0,245
634766,17,2009-01-10 10:26:37,7923,2009-01-10 11:06:46,116.3495033,39.9260182,2409.0,246
636014,17,2009-01-10 12:19:02,7791,2009-01-11 05:07:16,116.340105,40.0160366,60494.0,247
646327,17,2009-01-11 05:23:18,8643,2009-01-11 06:13:37,116.4037933,39.9674583,3019.0,248
139959,17,2009-01-11 06:59:22,7497,2009-01-11 07:43:00,116.3174749,39.9530599,2618.0,249
141034,17,2009-01-11 08:14:02,8787,2009-01-11 17:09:16,116.4156483,39.9756683,32114.0,250
596821,17,2009-01-11 17:27:47,7791,2009-01-12 00:04:01,116.3445566,40.0211633,23774.0,251
597638,17,2009-01-12 00:33:02,7497,2009-01-12 01:18:27,116.3174483,39.953065,2725.0,252
764706,17,2009-01-12 01:32:40,7358,2009-01-12 04:25:25,116.30908,39.9843183,10365.0,253
497762,17,2009-01-12 04:38:43,7791,2009-01-12 06:02:27,116.3401649,40.0160966,5024.0,254
545848,17,2009-01-12 08:03:29,7922,2009-01-12 08:51:07,116.3497116,39.9169883,2858.0,255
632746,17,2009-01-12 09:10:16,8643,2009-01-12 09:58:05,116.4037316,39.9674033,2869.0,256
855275,17,2009-01-12 11:04:58,7791,2009-01-12 12:47:50,116.3401216,40.0160416,6172.0,257
636297,17,2009-01-12 12:55:13,7365,2009-01-12 13:52:09,116.3090716,40.0472249,3416.0,258
570049,17,2009-01-12 14:02:53,7791,2009-01-13 00:06:11,116.3415733,40.0249333,36198.0,259
989304,17,2009-01-13 00:48:36,8643,2009-01-13 02:33:03,116.4037716,39.9674799,6267.0,260
504476,17,2009-01-13 03:08:29,7781,2009-01-13 06:16:51,116.3372833,39.9350533,11302.0,261
850438,17,2009-01-13 07:30:05,8643,2009-01-13 09:47:34,116.40383,39.9675183,8249.0,262
337171,17,2009-01-13 11:32:44,7791,2009-01-14 00:20:46,116.3401516,40.0160699,46082.0,263
