,userID,stime,grid,etime,lon,lat,duration,stayid
166439,35,2009-02-20 14:11:57,7218,2009-02-21 01:00:54,116.297111,40.013332,38937.0,66
121817,35,2009-02-21 01:23:34,7500,2009-02-21 03:24:46,116.31355,39.971196,7272.0,67
122228,35,2009-02-21 03:45:26,7218,2009-02-21 09:20:46,116.297199,40.013369,20120.0,68
122394,35,2009-02-21 09:33:46,7645,2009-02-21 13:11:42,116.330757,39.998018,13076.0,69
122789,35,2009-02-21 13:30:17,7218,2009-02-22 04:31:24,116.297152,40.01331,54067.0,70
212642,35,2009-02-22 04:56:44,8078,2009-02-22 08:15:14,116.356714,40.029677,11910.0,71
213983,35,2009-02-22 08:38:44,7218,2009-02-22 09:19:04,116.297204,40.013374,2420.0,72
214361,35,2009-02-22 09:31:39,7645,2009-02-22 13:33:04,116.330931,39.997954,14485.0,73
216051,35,2009-02-22 13:48:24,7218,2009-02-22 21:51:54,116.297246,40.013333,29010.0,74
81785,35,2009-02-22 22:07:59,7644,2009-02-23 01:15:59,116.320997,39.983933,11280.0,75
83064,35,2009-02-23 01:25:34,7356,2009-02-23 02:17:59,116.300383,39.970926,3145.0,76
83229,35,2009-02-23 02:17:59,7357,2009-02-23 05:55:44,116.300256,39.971133,13065.0,77
84477,35,2009-02-23 06:02:59,7786,2009-02-23 08:07:43,116.332927,39.97315,7484.0,78
272545,35,2009-02-23 08:12:53,7644,2009-02-23 10:50:18,116.321594,39.980273,9445.0,79
272587,35,2009-02-23 10:50:33,7645,2009-02-23 13:21:33,116.320992,39.989235,9060.0,80
274650,35,2009-02-23 13:36:43,7218,2009-02-23 21:53:53,116.297242,40.013306,29830.0,81
109743,35,2009-02-23 22:11:03,7644,2009-02-24 01:28:18,116.320913,39.987975,11835.0,82
110305,35,2009-02-24 01:38:33,7356,2009-02-24 02:42:38,116.300396,39.971007,3845.0,83
111076,35,2009-02-24 02:42:38,7357,2009-02-24 06:00:53,116.300545,39.971111,11895.0,84
111779,35,2009-02-24 06:04:23,7644,2009-02-24 10:53:03,116.321304,39.98012,17320.0,85
113460,35,2009-02-24 10:53:18,7645,2009-02-24 14:13:28,116.32095,39.989086,12010.0,86
115726,35,2009-02-24 14:27:53,7218,2009-02-24 21:51:01,116.297041,40.013329,26588.0,87
49637,35,2009-02-24 22:09:46,7644,2009-02-25 00:44:50,116.320946,39.985925,9304.0,88
49771,35,2009-02-25 00:51:15,7786,2009-02-25 02:41:50,116.332986,39.974988,6635.0,89
50541,35,2009-02-25 02:51:30,7357,2009-02-25 06:05:20,116.308844,39.974768,11630.0,90
51660,35,2009-02-25 06:09:45,7644,2009-02-25 10:53:25,116.321366,39.980107,17020.0,91
52485,35,2009-02-25 11:13:15,7501,2009-02-25 11:57:10,116.318405,39.980095,2635.0,92
53014,35,2009-02-25 11:57:10,7500,2009-02-25 12:43:55,116.318413,39.980048,2805.0,93
54139,35,2009-02-25 13:29:50,7218,2009-02-25 21:52:51,116.297146,40.013326,30181.0,94
239977,35,2009-02-25 22:10:21,7644,2009-02-26 01:14:46,116.320919,39.987232,11065.0,95
241097,35,2009-02-26 01:25:31,7356,2009-02-26 02:07:01,116.300431,39.971019,2490.0,96
241259,35,2009-02-26 02:07:01,7357,2009-02-26 06:04:26,116.300483,39.971082,14245.0,97
242233,35,2009-02-26 06:08:46,7644,2009-02-26 08:28:21,116.321459,39.980263,8375.0,98
243791,35,2009-02-26 08:38:46,7644,2009-02-26 10:47:46,116.320913,39.981366,7740.0,99
244413,35,2009-02-26 10:48:21,7645,2009-02-26 13:36:31,116.320993,39.989925,10090.0,100
245732,35,2009-02-26 13:50:26,7218,2009-02-26 21:52:58,116.297049,40.013312,28952.0,101
27405,35,2009-02-26 22:08:38,7644,2009-02-27 00:46:13,116.320944,39.984183,9455.0,102
27486,35,2009-02-27 00:51:28,7786,2009-02-27 02:57:38,116.332934,39.974989,7570.0,103
29135,35,2009-02-27 03:05:23,7357,2009-02-27 06:02:13,116.308832,39.977539,10610.0,104
30337,35,2009-02-27 06:06:08,7644,2009-02-27 10:47:18,116.321342,39.980299,16870.0,105
31191,35,2009-02-27 10:47:28,7645,2009-02-27 13:35:13,116.320968,39.989195,10065.0,106
33285,35,2009-02-27 13:50:58,7218,2009-02-28 00:58:07,116.297078,40.013321,40029.0,107
267816,35,2009-02-28 01:16:57,7500,2009-02-28 03:09:37,116.310099,39.980026,6760.0,108
268153,35,2009-02-28 03:16:47,7499,2009-02-28 04:03:07,116.313151,39.971068,2780.0,109
268798,35,2009-02-28 04:07:17,7501,2009-02-28 06:50:07,116.310142,39.98007,9770.0,110
269623,35,2009-02-28 07:00:27,7361,2009-02-28 08:31:47,116.306061,40.016011,5480.0,111
270371,35,2009-02-28 08:31:47,7218,2009-02-28 09:28:47,116.297252,40.013368,3420.0,112
270894,35,2009-02-28 09:45:47,7645,2009-02-28 13:28:57,116.326216,39.998017,13390.0,113
272461,35,2009-02-28 13:44:47,7218,2009-02-28 23:29:52,116.297093,40.013339,35105.0,114
306376,35,2009-02-28 23:54:32,8078,2009-03-01 06:03:47,116.356752,40.029708,22155.0,115
308791,35,2009-03-01 06:39:07,7356,2009-03-01 08:12:52,116.300455,39.970768,5625.0,116
310119,35,2009-03-01 09:42:17,7645,2009-03-01 13:35:22,116.320914,39.989097,13985.0,117
311872,35,2009-03-01 13:45:42,7361,2009-03-01 14:19:57,116.306451,40.016021,2055.0,118
311914,35,2009-03-01 14:19:57,7218,2009-03-01 21:51:45,116.297171,40.013314,27108.0,119
166692,35,2009-03-01 22:07:40,7644,2009-03-02 01:12:05,116.320911,39.987615,11065.0,120
167690,35,2009-03-02 01:15:45,7786,2009-03-02 02:55:45,116.332777,39.974971,6000.0,121
168475,35,2009-03-02 03:02:40,7357,2009-03-02 06:00:50,116.30885,39.974747,10690.0,122
168701,35,2009-03-02 06:09:10,7786,2009-03-02 07:16:45,116.332795,39.973161,4055.0,123
148120,35,2009-03-02 07:16:45,7643,2009-03-02 07:48:10,116.33182,39.974599,1885.0,124
148295,35,2009-03-02 07:48:10,7644,2009-03-02 11:19:30,116.327094,39.980064,12680.0,125
148857,35,2009-03-02 11:44:00,7218,2009-03-02 21:52:06,116.297121,40.013317,36486.0,126
216255,35,2009-03-02 22:07:51,7644,2009-03-03 02:34:36,116.320915,39.987647,16005.0,127
217934,35,2009-03-03 03:08:26,7357,2009-03-03 06:00:21,116.299587,39.979922,10315.0,128
218312,35,2009-03-03 06:04:01,7644,2009-03-03 10:55:41,116.321395,39.980152,17500.0,129
220851,35,2009-03-03 10:55:56,7645,2009-03-03 13:33:06,116.320968,39.98921,9430.0,130
221807,35,2009-03-03 13:48:51,7218,2009-03-03 21:55:13,116.297124,40.01333,29182.0,131
178646,35,2009-03-03 22:13:28,7644,2009-03-04 00:06:53,116.320924,39.985915,6805.0,132
179256,35,2009-03-04 00:11:03,7644,2009-03-04 00:41:53,116.32091,39.981664,1850.0,133
179558,35,2009-03-04 00:46:23,7786,2009-03-04 02:50:08,116.332827,39.974996,7425.0,134
180267,35,2009-03-04 02:56:08,7357,2009-03-04 06:00:03,116.308977,39.974756,11035.0,135
181441,35,2009-03-04 06:07:13,7644,2009-03-04 10:58:53,116.321355,39.98031,17500.0,136
182193,35,2009-03-04 10:58:53,7645,2009-03-04 13:20:33,116.326939,39.989238,8500.0,137
184113,35,2009-03-04 13:36:58,7218,2009-03-04 21:55:12,116.29717,40.013323,29894.0,138
54441,35,2009-03-04 22:15:47,7644,2009-03-05 02:38:37,116.320974,39.984075,15770.0,139
55136,35,2009-03-05 02:42:37,7357,2009-03-05 06:00:22,116.307401,39.979993,11865.0,140
57085,35,2009-03-05 06:04:52,7644,2009-03-05 10:56:27,116.321367,39.980251,17495.0,141
59001,35,2009-03-05 10:56:42,7645,2009-03-05 13:23:02,116.320926,39.989239,8780.0,142
60036,35,2009-03-05 13:37:47,7218,2009-03-05 21:53:54,116.29711,40.013324,29767.0,143
201171,35,2009-03-05 22:08:54,7644,2009-03-06 00:40:09,116.320911,39.98796,9075.0,144
201938,35,2009-03-06 00:45:54,7786,2009-03-06 02:49:39,116.333087,39.974983,7425.0,145
202993,35,2009-03-06 02:57:34,7357,2009-03-06 06:08:54,116.308822,39.974704,11480.0,146
203110,35,2009-03-06 06:12:29,7644,2009-03-06 11:03:14,116.321331,39.980157,17445.0,147
205316,35,2009-03-06 11:03:14,7645,2009-03-06 13:17:44,116.32695,39.989226,8070.0,148
206823,35,2009-03-06 13:35:59,7218,2009-03-07 00:58:36,116.297089,40.013337,40957.0,149
123058,35,2009-03-07 01:17:26,7500,2009-03-07 03:29:36,116.31053,39.979896,7930.0,150
123664,35,2009-03-07 03:47:41,7353,2009-03-07 10:36:21,116.304435,39.935187,24520.0,151
126084,35,2009-03-07 10:56:01,7645,2009-03-07 13:49:46,116.326965,39.989168,10425.0,152
127748,35,2009-03-07 14:06:06,7218,2009-03-08 01:54:15,116.297226,40.013342,42489.0,153
276105,35,2009-03-08 02:16:25,8078,2009-03-08 04:54:40,116.356512,40.029676,9495.0,154
277349,35,2009-03-08 05:37:20,7218,2009-03-08 09:41:10,116.297162,40.013317,14630.0,155
277754,35,2009-03-08 10:09:50,7645,2009-03-08 13:22:15,116.330949,39.998032,11545.0,156
280300,35,2009-03-08 13:37:10,7218,2009-03-08 21:59:31,116.297153,40.013336,30141.0,157
171278,35,2009-03-08 22:26:31,7644,2009-03-09 01:14:26,116.321027,39.981956,10075.0,158
172415,35,2009-03-09 01:17:36,7786,2009-03-09 03:00:16,116.332871,39.975304,6160.0,159
173135,35,2009-03-09 03:06:56,7357,2009-03-09 06:02:56,116.309043,39.974673,10560.0,160
174228,35,2009-03-09 06:13:16,7786,2009-03-09 07:21:01,116.332988,39.973148,4065.0,161
64995,35,2009-03-09 07:27:41,7644,2009-03-09 11:01:16,116.32136,39.980119,12815.0,162
65060,35,2009-03-09 11:01:16,7645,2009-03-09 13:40:26,116.327,39.989105,9550.0,163
67190,35,2009-03-09 13:55:56,7218,2009-03-09 21:53:31,116.297219,40.013327,28655.0,164
67749,35,2009-03-09 22:12:36,7644,2009-03-10 02:55:36,116.321043,39.984006,16980.0,165
71217,35,2009-03-10 02:59:41,7357,2009-03-10 05:57:26,116.30903,39.979617,10665.0,166
73003,35,2009-03-10 06:01:06,7644,2009-03-10 11:02:31,116.321339,39.980134,18085.0,167
73948,35,2009-03-10 11:02:31,7645,2009-03-10 12:46:51,116.320989,39.989102,6260.0,168
75545,35,2009-03-10 13:12:01,7218,2009-03-10 21:53:21,116.297236,40.013343,31280.0,169
228615,35,2009-03-10 22:10:11,7644,2009-03-11 00:44:26,116.320913,39.987848,9255.0,170
229287,35,2009-03-11 00:48:51,7786,2009-03-11 02:55:26,116.333092,39.975004,7595.0,171
230003,35,2009-03-11 03:01:41,7357,2009-03-11 05:58:16,116.309035,39.974722,10595.0,172
231421,35,2009-03-11 06:02:21,7644,2009-03-11 11:01:46,116.321346,39.980229,17965.0,173
232072,35,2009-03-11 11:01:46,7645,2009-03-11 13:33:21,116.326992,39.9891,9095.0,174
234159,35,2009-03-11 13:48:21,7218,2009-03-11 21:55:45,116.297149,40.013327,29244.0,175
234415,35,2009-03-11 22:11:55,7644,2009-03-12 02:35:30,116.321028,39.984103,15815.0,176
235919,35,2009-03-12 02:39:15,7357,2009-03-12 06:05:40,116.308862,39.979661,12385.0,177
236238,35,2009-03-12 06:09:55,7644,2009-03-12 11:00:40,116.321307,39.980105,17445.0,178
238631,35,2009-03-12 11:00:50,7645,2009-03-12 13:36:40,116.320982,39.989283,9350.0,179
239737,35,2009-03-12 13:49:55,7218,2009-03-12 21:52:43,116.297138,40.013332,28968.0,180
174601,35,2009-03-12 22:06:43,7644,2009-03-13 00:33:13,116.32092,39.987703,8790.0,181
174690,35,2009-03-13 00:38:18,7786,2009-03-13 02:50:08,116.333088,39.974983,7910.0,182
176434,35,2009-03-13 02:57:13,7357,2009-03-13 06:01:18,116.308888,39.974779,11045.0,183
177418,35,2009-03-13 06:04:43,7644,2009-03-13 13:56:08,116.321324,39.980226,28285.0,184
178328,35,2009-03-13 14:11:53,7218,2009-03-13 23:34:37,116.29719,40.013246,33764.0,185
207177,35,2009-03-13 23:54:37,7644,2009-03-14 09:16:37,116.320986,39.984135,33720.0,186
209250,35,2009-03-14 09:43:02,7645,2009-03-14 13:37:12,116.326971,39.989314,14050.0,187
212319,35,2009-03-14 13:50:42,7218,2009-03-15 01:19:40,116.297091,40.013348,41338.0,188
60490,35,2009-03-15 01:56:00,8078,2009-03-15 05:39:10,116.356614,40.029718,13390.0,189
62002,35,2009-03-15 06:00:20,7218,2009-03-15 09:31:40,116.297243,40.013377,12680.0,190
62404,35,2009-03-15 09:46:00,7645,2009-03-15 13:42:15,116.330902,39.997939,14175.0,191
64863,35,2009-03-15 13:57:10,7218,2009-03-15 22:00:15,116.297104,40.013316,28985.0,192
128875,35,2009-03-15 22:14:50,7644,2009-03-16 01:26:45,116.321033,39.98404,11515.0,193
129518,35,2009-03-16 01:30:00,7786,2009-03-16 03:11:05,116.332989,39.975011,6065.0,194
130815,35,2009-03-16 03:16:55,7357,2009-03-16 06:03:40,116.30908,39.974853,10005.0,195
131765,35,2009-03-16 06:07:25,7643,2009-03-16 07:00:03,116.320991,39.974889,3158.0,196
47212,35,2009-03-16 07:00:03,7644,2009-03-16 11:04:33,116.327105,39.980226,14670.0,197
47343,35,2009-03-16 11:04:48,7645,2009-03-16 13:29:53,116.320966,39.989326,8705.0,198
49362,35,2009-03-16 13:44:38,7218,2009-03-16 21:56:28,116.297067,40.013315,29510.0,199
84657,35,2009-03-16 22:10:03,7644,2009-03-16 23:07:43,116.320921,39.987695,3460.0,200
84812,35,2009-03-16 23:12:23,7644,2009-03-17 02:34:13,116.32091,39.981766,12110.0,201
85619,35,2009-03-17 02:59:23,7357,2009-03-17 05:49:18,116.309031,39.979677,10195.0,202
87318,35,2009-03-17 05:52:43,7644,2009-03-17 10:54:28,116.321343,39.9802,18105.0,203
88118,35,2009-03-17 10:54:43,7645,2009-03-17 13:43:38,116.320935,39.989165,10135.0,204
90425,35,2009-03-17 13:57:08,7218,2009-03-17 21:56:51,116.297208,40.013355,28783.0,205
4944,35,2009-03-17 22:10:46,7644,2009-03-18 00:50:06,116.321028,39.984017,9560.0,206
5789,35,2009-03-18 00:54:46,7786,2009-03-18 02:52:16,116.333264,39.97492,7050.0,207
6588,35,2009-03-18 02:59:36,7357,2009-03-18 05:46:31,116.309021,39.974931,10015.0,208
7302,35,2009-03-18 05:49:51,7644,2009-03-18 10:46:41,116.321294,39.980073,17810.0,209
8233,35,2009-03-18 10:46:56,7645,2009-03-18 13:52:51,116.32096,39.989258,11155.0,210
10748,35,2009-03-18 14:06:36,7218,2009-03-18 21:58:25,116.297123,40.013339,28309.0,211
142269,35,2009-03-18 22:12:35,7644,2009-03-19 03:22:45,116.321025,39.984119,18610.0,212
143551,35,2009-03-19 03:27:05,7357,2009-03-19 05:54:30,116.304947,39.979377,8845.0,213
144993,35,2009-03-19 05:58:40,7644,2009-03-19 08:54:30,116.321324,39.980226,10550.0,214
146040,35,2009-03-19 09:24:05,7644,2009-03-19 10:54:05,116.320913,39.981993,5400.0,215
146787,35,2009-03-19 10:54:05,7645,2009-03-19 13:32:55,116.326971,39.989334,9530.0,216
148113,35,2009-03-19 13:46:00,7218,2009-03-19 21:55:13,116.297197,40.013347,29353.0,217
103518,35,2009-03-19 22:10:53,7644,2009-03-20 00:37:03,116.320913,39.987952,8770.0,218
103603,35,2009-03-20 00:41:38,7786,2009-03-20 02:31:53,116.333125,39.974985,6615.0,219
105219,35,2009-03-20 02:53:08,7357,2009-03-20 05:56:23,116.30907,39.979584,10995.0,220
106362,35,2009-03-20 06:00:18,7644,2009-03-20 07:56:38,116.321309,39.980203,6980.0,221
106946,35,2009-03-20 07:56:38,7501,2009-03-20 08:33:48,116.320805,39.981608,2230.0,222
107350,35,2009-03-20 08:44:38,7501,2009-03-20 09:17:13,116.320908,39.982073,1955.0,223
107613,35,2009-03-20 09:24:38,7644,2009-03-20 10:55:28,116.320912,39.981699,5450.0,224
107703,35,2009-03-20 10:55:28,7645,2009-03-20 13:58:33,116.326978,39.989244,10985.0,225
109510,35,2009-03-20 14:11:48,7218,2009-03-21 00:53:51,116.297212,40.013365,38523.0,226
280557,35,2009-03-21 01:12:26,7500,2009-03-21 03:10:41,116.31037,39.979932,7095.0,227
281447,35,2009-03-21 03:14:46,7644,2009-03-21 10:00:01,116.327492,39.980145,24315.0,228
284034,35,2009-03-21 10:19:56,7218,2009-03-22 00:36:19,116.297114,40.013323,51383.0,229
133690,35,2009-03-22 00:59:14,8078,2009-03-22 04:15:44,116.356531,40.029666,11790.0,230
135120,35,2009-03-22 04:46:14,7218,2009-03-22 10:01:44,116.297218,40.013326,18930.0,231
136695,35,2009-03-22 10:14:59,7645,2009-03-22 13:41:24,116.330912,39.99787,12385.0,232
138443,35,2009-03-22 13:54:34,7218,2009-03-22 21:55:39,116.2972,40.013352,28865.0,233
261021,35,2009-03-22 22:08:59,7644,2009-03-23 01:14:19,116.320922,39.987123,11120.0,234
262154,35,2009-03-23 01:16:49,7786,2009-03-23 02:53:24,116.333105,39.975008,5795.0,235
262907,35,2009-03-23 02:58:59,7357,2009-03-23 06:01:59,116.308879,39.974779,10980.0,236
263195,35,2009-03-23 06:23:34,7786,2009-03-30 21:58:28,116.332852,39.976012,660894.0,237
158428,35,2009-03-30 22:13:33,7644,2009-03-31 02:21:28,116.320921,39.984179,14875.0,238
159732,35,2009-03-31 02:26:08,7357,2009-03-31 06:03:33,116.308965,39.979561,13045.0,239
160300,35,2009-03-31 06:07:23,7644,2009-03-31 08:33:43,116.321332,39.980109,8780.0,240
162104,35,2009-03-31 08:37:13,7644,2009-03-31 11:03:23,116.320911,39.981875,8770.0,241
162973,35,2009-03-31 11:03:23,7645,2009-03-31 13:37:38,116.326961,39.98913,9255.0,242
164055,35,2009-03-31 13:51:23,7218,2009-03-31 22:53:34,116.297184,40.013349,32531.0,243
285732,35,2009-03-31 23:10:04,7644,2009-04-01 00:42:29,116.321022,39.984035,5545.0,244
286186,35,2009-04-01 00:47:04,7786,2009-04-01 03:02:59,116.332969,39.975006,8155.0,245
287343,35,2009-04-01 03:11:04,7357,2009-04-01 06:07:24,116.309013,39.974721,10580.0,246
287461,35,2009-04-01 06:11:19,7644,2009-04-01 10:57:04,116.321294,39.980133,17145.0,247
290211,35,2009-04-01 11:03:19,7501,2009-04-01 12:27:54,116.319306,39.980069,5075.0,248
290401,35,2009-04-01 12:27:54,7500,2009-04-01 13:12:19,116.318711,39.980061,2665.0,249
291333,35,2009-04-01 13:43:29,7218,2009-04-01 21:08:02,116.297234,40.013339,26673.0,250
10957,35,2009-04-01 21:23:32,7644,2009-04-02 00:34:07,116.32103,39.984104,11435.0,251
11862,35,2009-04-02 00:34:07,7643,2009-04-02 01:58:07,116.321339,39.979957,5040.0,252
12788,35,2009-04-02 02:11:47,7216,2009-04-02 02:51:07,116.296856,39.989381,2360.0,253
13043,35,2009-04-02 02:58:17,7357,2009-04-02 05:51:07,116.300027,39.980055,10370.0,254
13271,35,2009-04-02 05:54:32,7643,2009-04-02 06:51:02,116.321215,39.979682,3390.0,255
13958,35,2009-04-02 06:51:02,7644,2009-04-02 08:24:42,116.327028,39.980127,5620.0,256
15092,35,2009-04-02 08:32:37,7644,2009-04-02 10:59:12,116.321006,39.981551,8795.0,257
15860,35,2009-04-02 10:59:12,7645,2009-04-02 13:33:32,116.326968,39.989064,9260.0,258
17135,35,2009-04-02 13:48:12,7218,2009-04-02 21:12:52,116.297231,40.013333,26680.0,259
292870,35,2009-04-02 21:27:52,7644,2009-04-03 00:51:57,116.32109,39.984009,12245.0,260
294034,35,2009-04-03 00:57:57,7786,2009-04-03 02:57:37,116.332956,39.974994,7180.0,261
294964,35,2009-04-03 03:04:57,7357,2009-04-03 05:40:22,116.308885,39.97471,9325.0,262
295129,35,2009-04-03 05:43:42,7643,2009-04-03 06:55:27,116.321021,39.979666,4305.0,263
296012,35,2009-04-03 06:55:27,7644,2009-04-03 11:12:12,116.327055,39.980246,15405.0,264
297015,35,2009-04-03 11:12:12,7645,2009-04-03 13:47:07,116.32698,39.989204,9295.0,265
299151,35,2009-04-03 14:00:52,7218,2009-04-04 01:59:38,116.297152,40.013339,43126.0,266
301992,35,2009-04-04 03:02:33,8068,2009-04-04 06:34:57,116.35643,39.939069,12744.0,267
303933,35,2009-04-04 06:35:12,8068,2009-04-04 07:34:28,116.368023,39.941212,3556.0,268
305451,35,2009-04-04 08:44:34,7218,2009-04-04 10:15:09,116.297144,40.013328,5435.0,269
305622,35,2009-04-04 10:28:39,7645,2009-04-05 00:39:09,116.330587,39.99791,51030.0,270
250798,35,2009-04-05 00:39:09,7218,2009-04-05 01:25:36,116.296511,40.013492,2787.0,271
251087,35,2009-04-05 01:48:46,8078,2009-04-05 05:08:56,116.356706,40.029711,12010.0,272
