,latitude,longitude,alt,entireTime,loncol,latcol,grid,userID,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0
27,39.9836616,116.3519916,160.8,2008-10-20 23:13:33,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
28,39.9835583,116.3519016,160.8,2008-10-20 23:13:36,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
29,39.9834783,116.3518683,160.8,2008-10-20 23:13:38,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
30,39.9834183,116.3518466,160.8,2008-10-20 23:13:40,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
31,39.9833299,116.351925,160.8,2008-10-20 23:13:42,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
32,39.9832616,116.3519816,160.8,2008-10-20 23:13:44,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
33,39.9831916,116.3520133,160.8,2008-10-20 23:13:46,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
34,39.9831166,116.3520266,160.8,2008-10-20 23:13:48,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
35,39.9830366,116.3520166,160.8,2008-10-20 23:13:50,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
36,39.9829633,116.351995,160.8,2008-10-20 23:13:52,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
37,39.982915,116.3519583,160.8,2008-10-20 23:13:54,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
38,39.9828866,116.3518949,160.8,2008-10-20 23:13:56,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
39,39.9828683,116.3518266,160.8,2008-10-20 23:13:58,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
40,39.982805,116.3518416,160.8,2008-10-20 23:14:00,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
41,39.9827483,116.3518599,160.8,2008-10-20 23:14:02,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
42,39.9826983,116.3518999,160.8,2008-10-20 23:14:04,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
43,39.9826566,116.3519016,160.8,2008-10-20 23:14:06,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
44,39.9825233,116.3520333,160.8,2008-10-20 23:14:09,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
45,39.9824366,116.3520599,160.8,2008-10-20 23:14:11,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
46,39.9823749,116.3520483,160.8,2008-10-20 23:14:13,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
47,39.9823083,116.352045,160.8,2008-10-20 23:14:15,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
48,39.9822183,116.3520433,160.8,2008-10-20 23:14:17,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
49,39.9821499,116.3520583,160.8,2008-10-20 23:14:19,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
50,39.9820683,116.3520849,160.8,2008-10-20 23:14:21,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
51,39.9819866,116.3520766,160.8,2008-10-20 23:14:23,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
52,39.9818849,116.3521083,160.8,2008-10-20 23:14:25,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
53,39.9818166,116.3520933,160.8,2008-10-20 23:14:27,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
54,39.9817783,116.3520716,160.8,2008-10-20 23:14:29,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
55,39.9817316,116.3520683,160.8,2008-10-20 23:14:31,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
56,39.9816616,116.3520733,160.8,2008-10-20 23:14:33,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
57,39.9815816,116.3520183,160.8,2008-10-20 23:14:35,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
58,39.9815066,116.3520316,160.8,2008-10-20 23:14:37,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
59,39.9814066,116.3520183,160.8,2008-10-20 23:14:39,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
60,39.9813099,116.3520499,160.8,2008-10-20 23:14:41,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
61,39.9812533,116.3521033,160.8,2008-10-20 23:14:43,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
62,39.9811866,116.3521183,160.8,2008-10-20 23:14:45,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
63,39.9811433,116.3521549,160.8,2008-10-20 23:14:47,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
64,39.9810866,116.3521916,160.8,2008-10-20 23:14:49,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
65,39.9810433,116.3522016,160.8,2008-10-20 23:14:51,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
66,39.9809666,116.352235,160.8,2008-10-20 23:14:53,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
67,39.9809166,116.3522466,160.8,2008-10-20 23:14:55,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
68,39.9808666,116.3522299,160.8,2008-10-20 23:14:57,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
69,39.980785,116.352165,160.8,2008-10-20 23:14:59,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
70,39.9807366,116.3521749,160.8,2008-10-20 23:15:01,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
71,39.9806966,116.3521816,160.8,2008-10-20 23:15:03,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
72,39.9805799,116.3520549,160.8,2008-10-20 23:15:06,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
73,39.9805516,116.3520599,160.8,2008-10-20 23:15:08,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
74,39.9804949,116.3521399,160.8,2008-10-20 23:15:11,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
75,39.9804166,116.3522099,160.8,2008-10-20 23:15:14,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
76,39.9803016,116.3522483,160.8,2008-10-20 23:15:17,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
77,39.9802849,116.3521966,160.8,2008-10-20 23:15:19,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
78,39.9802716,116.3521833,160.8,2008-10-20 23:15:22,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
79,39.9802566,116.3522516,160.8,2008-10-20 23:15:25,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
80,39.9802416,116.3522966,160.8,2008-10-20 23:15:27,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
81,39.9802183,116.3522999,160.8,2008-10-20 23:15:30,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
82,39.9801966,116.3523233,160.8,2008-10-20 23:15:33,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
83,39.9801216,116.3524216,160.8,2008-10-20 23:15:37,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
84,39.9801016,116.3524583,160.8,2008-10-20 23:15:39,81,65,42908,11,0.0,46.0,23.0,229.0,4.0,31.0,53.0,53.0,21.0,43.0,148.0,9.0,21.0,91.0
85,39.9800333,116.3524199,160.8,2008-10-20 23:15:42,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
86,39.9800066,116.3523333,160.8,2008-10-20 23:15:44,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
87,39.9799899,116.3522966,160.8,2008-10-20 23:15:46,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
88,39.9799433,116.352345,160.8,2008-10-20 23:15:48,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
89,39.9798966,116.3524349,160.8,2008-10-20 23:15:50,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
90,39.979845,116.3525049,160.8,2008-10-20 23:15:52,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
91,39.9797933,116.3525416,160.8,2008-10-20 23:15:54,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
92,39.9797416,116.3525416,160.8,2008-10-20 23:15:56,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
93,39.9797133,116.3525033,160.8,2008-10-20 23:15:58,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
94,39.9796766,116.3524766,160.8,2008-10-20 23:16:00,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
95,39.9796549,116.3524183,160.8,2008-10-20 23:16:02,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
96,39.9795733,116.3524416,160.8,2008-10-20 23:16:05,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
97,39.9794783,116.3525466,160.8,2008-10-20 23:16:07,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
98,39.9794199,116.3525533,160.8,2008-10-20 23:16:09,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
99,39.9793616,116.3525433,160.8,2008-10-20 23:16:11,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
100,39.9792983,116.3524833,160.8,2008-10-20 23:16:13,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
101,39.9792666,116.3524516,160.8,2008-10-20 23:16:15,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
102,39.9792,116.352415,160.8,2008-10-20 23:16:17,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
103,39.9791566,116.3523933,160.8,2008-10-20 23:16:19,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
104,39.9790916,116.3524316,160.8,2008-10-20 23:16:21,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
105,39.9790233,116.35245,160.8,2008-10-20 23:16:23,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
106,39.9789699,116.3524583,160.8,2008-10-20 23:16:25,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
107,39.9789316,116.3524349,160.8,2008-10-20 23:16:27,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
108,39.978875,116.3524016,160.8,2008-10-20 23:16:29,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
109,39.9788033,116.352395,160.8,2008-10-20 23:16:31,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
110,39.9787116,116.3524316,160.8,2008-10-20 23:16:33,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
111,39.978625,116.3524199,160.8,2008-10-20 23:16:35,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
112,39.97857,116.3524083,160.8,2008-10-20 23:16:37,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
113,39.9784933,116.3525099,160.8,2008-10-20 23:16:39,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
114,39.9784099,116.3525883,160.8,2008-10-20 23:16:41,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
115,39.9783416,116.3526683,160.8,2008-10-20 23:16:43,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
116,39.9782933,116.3527283,160.8,2008-10-20 23:16:45,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
117,39.9782583,116.3527749,160.8,2008-10-20 23:16:47,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
118,39.978205,116.3527783,160.8,2008-10-20 23:16:49,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
119,39.9781383,116.3527483,160.8,2008-10-20 23:16:51,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
120,39.9780999,116.3527283,160.8,2008-10-20 23:16:53,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
121,39.978035,116.3527233,160.8,2008-10-20 23:16:55,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
122,39.9779,116.3525966,160.8,2008-10-20 23:16:57,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
123,39.977825,116.3525666,160.8,2008-10-20 23:16:59,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
124,39.9777516,116.3525633,160.8,2008-10-20 23:17:01,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
125,39.9776983,116.3525583,160.8,2008-10-20 23:17:03,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
126,39.9776583,116.352605,160.8,2008-10-20 23:17:05,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
127,39.97767,116.3527749,160.8,2008-10-20 23:17:07,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
128,39.97753,116.3526383,160.8,2008-10-20 23:17:09,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
129,39.9774083,116.3525099,160.8,2008-10-20 23:17:11,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
130,39.9773999,116.3523833,160.8,2008-10-20 23:17:13,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
131,39.9772849,116.3525183,160.8,2008-10-20 23:17:15,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
132,39.9772083,116.3525099,160.8,2008-10-20 23:17:17,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
133,39.9771716,116.352535,160.8,2008-10-20 23:17:19,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
134,39.977085,116.3525133,160.8,2008-10-20 23:17:22,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
135,39.9770016,116.3524883,160.8,2008-10-20 23:17:24,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
136,39.9769249,116.3524866,160.8,2008-10-20 23:17:26,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
137,39.976805,116.3525466,160.8,2008-10-20 23:17:28,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
138,39.9767099,116.3525799,160.8,2008-10-20 23:17:30,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
139,39.9766383,116.3526333,160.8,2008-10-20 23:17:32,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
140,39.9765683,116.3526416,160.8,2008-10-20 23:17:34,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
141,39.976485,116.3526283,160.8,2008-10-20 23:17:36,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
142,39.9764,116.3525949,160.8,2008-10-20 23:17:38,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
143,39.976315,116.3526383,160.8,2008-10-20 23:17:40,81,64,42323,11,0.0,69.0,9.0,200.0,6.0,15.0,117.0,47.0,44.0,90.0,119.0,7.0,26.0,102.0
